name,surname,score,working environment
Alisa,Harper,50,Instruction
Haris,Murray,50,Instruction
Darcy,Perry,50,Instruction
Roland,Ferguson,50,Instruction
Alberta,West,50,Instruction
Carina,Richards,50,Instruction
Oscar,Barnes,50,Instruction
Oscar,Bennett,50,Instruction
Chelsea,Bennett,50,Instruction
Leonardo,Baker,50,Instruction
Lenny,Ellis,50,Instruction
Adam,Rogers,50,Instruction
Harold,Walker,49,Instruction
Melanie,Murray,49,Instruction
Miller,Harrison,49,Instruction
Roland,Nelson,49,Instruction
Naomi,Morrison,49,Instruction
Rosie,Montgomery,49,Instruction
Ashton,Alexander,49,Instruction
Arianna,Miller,49,Instruction
Albert,Farrell,49,Instruction
Steven,Warren,49,Instruction
James,Stevens,49,Instruction
Steven,Watson,49,Instruction
Abigail,Russell,49,Instruction
Aldus,Moore,49,Instruction
Michelle,Evans,49,Instruction
Mike,Barrett,48,Instruction
Garry,Stevens,48,Instruction
Edwin,Robinson,48,Instruction
Preston,Parker,48,Instruction
Frederick,Hunt,48,Instruction
Jordan,Walker,48,Instruction
Grace,Murray,48,Instruction
Alberta,Hamilton,48,Instruction
Garry,Parker,48,Instruction
Rafael,Hill,48,Instruction
Kevin,Watson,48,Instruction
Walter,Nelson,48,Instruction
Clark,Kelly,48,Instruction
Patrick,Roberts,48,Instruction
Bruce,Mason,48,Instruction
Derek,Russell,48,Instruction
Amber,Grant,47,Instruction
Natalie,Montgomery,47,Instruction
Lana,Scott,47,Instruction
Abigail,Crawford,47,Instruction
Lana,Hall,47,Instruction
Alfred,Moore,47,Instruction
Vincent,Crawford,47,Instruction
Vincent,Hamilton,47,Instruction
Oliver,Brown,47,Instruction
Aldus,Ryan,47,Instruction
Elian,Gray,47,Instruction
Blake,Brooks,47,Instruction
Hailey,Cunningham,47,Instruction
Brooke,Holmes,46,Instruction
Naomi,Cole,46,Instruction
Jordan,Campbell,46,Instruction
Evelyn,Allen,46,Instruction
Rosie,Hill,46,Instruction
Rafael,Payne,46,Instruction
Lucia,Harper,46,Instruction
Freddie,Alexander,46,Instruction
Emily,Grant,46,Instruction
Edward,Cameron,46,Instruction
Lily,Turner,46,Instruction
Adison,Morgan,46,Instruction
Paige,Hawkins,46,Instruction
William,Fowler,46,Instruction
Cadie,Henderson,46,Instruction
Garry,Perry,46,Instruction
Owen,Foster,46,Instruction
Adelaide,West,46,Instruction
Lenny,Jones,46,Instruction
Anna,Taylor,46,Instruction
Adelaide,Myers,46,Instruction
Cadie,Wilson,46,Instruction
Ted,Evans,46,Instruction
Emma,Mason,46,Instruction
Blake,Adams,46,Instruction
Miller,Nelson,46,Instruction
Rubie,Adams,45,Instruction
Stella,Bennett,45,Instruction
Derek,Watson,45,Instruction
Briony,Casey,45,Instruction
Isabella,Thomas,45,Instruction
Alen,Harris,45,Instruction
Audrey,Bennett,45,Instruction
Ted,Hunt,45,Instruction
Eddy,Hunt,45,Instruction
Lilianna,Martin,45,Instruction
Paul,Barnes,45,Instruction
Alen,Foster,45,Instruction
Michael,Hall,45,Instruction
Rosie,Carter,45,Instruction
Tiana,Nelson,45,Instruction
Brooke,Robinson,45,Instruction
Samantha,Ross,45,Instruction
Blake,Elliott,45,Instruction
Sabrina,Andrews,45,Instruction
Miranda,Johnston,45,Instruction
Sofia,Reed,44,Instruction
Aldus,Alexander,44,Instruction
Sam,Scott,44,Instruction
Alfred,Spencer,44,Instruction
Evelyn,Miller,44,Instruction
Annabella,Jones,44,Instruction
Haris,Reed,44,Instruction
Kelsey,Spencer,44,Instruction
Melanie,Montgomery,44,Instruction
Ada,Chapman,44,Instruction
Edgar,Wells,44,Instruction
Michael,Carter,44,Instruction
Kristian,Dixon,44,Instruction
Oscar,Wright,44,Instruction
Arnold,Perry,44,Instruction
Brianna,Clark,44,Instruction
Alan,Hall,44,Instruction
Alan,Wright,44,Instruction
Brianna,Sullivan,44,Instruction
Anna,Mason,44,Instruction
Lydia,Owens,44,Instruction
Naomi,Wilson,44,Instruction
Martin,Reed,44,Instruction
Penelope,Andrews,44,Instruction
Kelvin,Grant,44,Instruction
Luke,Allen,43,Instruction
Olivia,Bailey,43,Instruction
Sabrina,Fowler,43,Instruction
Deanna,Johnston,43,Instruction
Jessica,Higgins,43,Instruction
Sofia,Howard,43,Instruction
Brooke,Andrews,43,Instruction
Jack,Warren,43,Instruction
Patrick,Brooks,43,Instruction
Naomi,Campbell,43,Instruction
Luke,Campbell,43,Instruction
Harold,Foster,43,Instruction
Alen,Ryan,43,Instruction
Arianna,Montgomery,43,Instruction
Alan,Thomas,43,Instruction
Spike,Barnes,43,Instruction
Dominik,Riley,43,Instruction
Connie,Perry,43,Instruction
Lyndon,Clark,43,Instruction
Miller,Ross,43,Instruction
Catherine,Morrison,43,Instruction
Samantha,Harrison,43,Instruction
Sydney,Nelson,43,Instruction
Daryl,Johnson,43,Instruction
Evelyn,Warren,43,Instruction
Lucas,Martin,43,Instruction
Albert,Harris,43,Instruction
Edwin,Barnes,43,Instruction
Haris,Morris,43,Instruction
Alberta,Bennett,43,Instruction
Michelle,Miller,43,Instruction
Aiden,Mason,42,Instruction
Deanna,Ross,42,Instruction
Cadie,Murphy,42,Instruction
Ted,Brown,42,Instruction
Fiona,Cameron,42,Instruction
Carina,Brooks,42,Instruction
Leonardo,Dixon,42,Instruction
Mary,Hamilton,42,Instruction
Spike,Evans,42,Instruction
Grace,Harper,41,Instruction
Alexander,Harris,41,Instruction
Martin,Chapman,41,Instruction
Alina,Ross,41,Instruction
Walter,Morgan,41,Instruction
Adam,Montgomery,41,Instruction
Richard,Douglas,41,Instruction
Honey,Henderson,41,Instruction
Alissa,Wells,41,Instruction
Michelle,Hall,41,Instruction
Ellia,Bailey,41,Instruction
Chloe,Armstrong,41,Instruction
Mary,Anderson,41,Instruction
Jacob,Roberts,41,Instruction
Miley,Stewart,41,Instruction
George,Moore,41,Instruction
Harold,Elliott,41,Instruction
Roland,Williams,41,Instruction
Maximilian,Spencer,40,Instruction
Valeria,Casey,40,Instruction
Amy,Perry,40,Instruction
Justin,Wilson,40,Instruction
Stuart,Thompson,40,Instruction
Paul,Bennett,40,Instruction
Kelsey,Lloyd,40,Instruction
Charlie,Casey,40,Instruction
Preston,Anderson,40,Instruction
Brooke,Richards,40,Instruction
Alexia,Casey,40,Instruction
Rosie,Armstrong,40,Instruction
Aston,Edwards,40,Instruction
Sofia,Williams,40,Instruction
Byron,Scott,39,Instruction
Abigail,Montgomery,39,Instruction
Savana,Watson,39,Instruction
Lenny,Johnson,39,Instruction
Kate,Andrews,39,Instruction
William,Harris,39,Instruction
Carlos,Morgan,39,Instruction
Jared,Payne,39,Instruction
Frederick,Lloyd,39,Instruction
Edward,Howard,39,Instruction
Catherine,Andrews,39,Instruction
Roman,Reed,39,Instruction
Natalie,Wells,39,Instruction
Tyler,Jones,39,Instruction
Melissa,Hill,39,Instruction
Brooke,Hill,39,Instruction
Stella,Hall,39,Instruction
Byron,Cole,39,Instruction
Connie,Chapman,38,Instruction
Anna,Martin,38,Instruction
Leonardo,Warren,38,Instruction
Adrianna,Hamilton,38,Instruction
Marcus,Campbell,38,Instruction
Antony,Richards,38,Instruction
Roland,Carter,38,Instruction
Edwin,Thompson,38,Instruction
Ryan,Rogers,38,Instruction
Rubie,Holmes,38,Instruction
Arnold,Morgan,38,Instruction
Charlie,Hill,38,Instruction
Edgar,Wright,38,Instruction
Sydney,Martin,38,Instruction
Lily,Ryan,38,Instruction
Tiana,Higgins,38,Instruction
Jenna,Nelson,38,Instruction
Joyce,Ross,38,Instruction
Nicholas,Mason,38,Instruction
Agata,Wells,38,Instruction
Kelsey,Ellis,38,Instruction
Chloe,Campbell,38,Instruction
Emily,Clark,38,Instruction
Paige,Ryan,38,Instruction
Sarah,Warren,38,Instruction
Lana,Morgan,38,Instruction
Chester,Stewart,38,Instruction
Madaline,Bailey,38,Instruction
Audrey,Barrett,38,Instruction
Tara,Perry,37,Instruction
Derek,Perkins,37,Instruction
Edwin,Jones,37,Instruction
Spike,Carter,37,Instruction
Alina,Campbell,37,Instruction
Oliver,Watson,37,Instruction
Lyndon,Bennett,37,Instruction
Aston,Hunt,37,Instruction
Adrian,Harris,37,Instruction
Tony,Brooks,37,Instruction
Fenton,Hamilton,37,Instruction
Kelvin,Casey,37,Instruction
David,Morris,37,Instruction
Kevin,Stewart,37,Instruction
Roland,Sullivan,37,Instruction
Connie,Cooper,37,Instruction
Fiona,Spencer,37,Instruction
Lilianna,Mason,36,Instruction
Kristian,Johnson,36,Instruction
Savana,Hill,36,Instruction
Kelsey,Foster,36,Instruction
Spike,Hawkins,36,Instruction
Emma,Parker,36,Instruction
John,Allen,36,Instruction
Alford,Davis,36,Instruction
Amanda,Howard,36,Instruction
Honey,Harrison,36,Instruction
Briony,Chapman,36,Instruction
Antony,Cole,36,Instruction
Lyndon,Robinson,36,Instruction
Paige,Farrell,36,Instruction
Vincent,Johnson,36,Instruction
Miller,Clark,36,Instruction
Reid,Kelley,36,Instruction
Lana,Tucker,36,Instruction
Dainton,Carroll,36,Instruction
Emma,Perry,36,Instruction
Joyce,Roberts,36,Instruction
Florrie,Hunt,36,Instruction
Lilianna,Sullivan,36,Instruction
Luke,Brown,36,Instruction
Kirsten,Campbell,36,Instruction
Lenny,Ryan,36,Instruction
Edgar,Gray,36,Instruction
Maddie,Myers,36,Instruction
Spike,Walker,36,Instruction
Naomi,Mason,36,Instruction
Fiona,Brown,36,Instruction
Agata,Scott,36,Instruction
Amanda,Fowler,35,Instruction
Jenna,Phillips,35,Instruction
Madaline,Morrison,35,Instruction
Connie,Harrison,35,Instruction
Maya,Harris,35,Instruction
Caroline,Payne,35,Instruction
Tony,Fowler,35,Instruction
Reid,Dixon,35,Instruction
Oliver,Cunningham,35,Instruction
Max,Montgomery,35,Instruction
Jared,Brooks,35,Instruction
Antony,Harper,35,Instruction
Camila,Richardson,35,Instruction
Alina,Miller,35,Instruction
David,Spencer,35,Instruction
Fiona,Jones,35,Instruction
Kellan,Cameron,35,Instruction
Elian,Hawkins,35,Instruction
Fenton,Stewart,35,Instruction
Julia,Phillips,34,Instruction
Dainton,Howard,34,Instruction
Vanessa,Harrison,34,Instruction
Oliver,Taylor,34,Instruction
Sawyer,Parker,34,Instruction
Natalie,Smith,34,Instruction
Luke,Hall,34,Instruction
Tony,Morrison,34,Instruction
Tess,Martin,34,Instruction
Arnold,Scott,34,Instruction
Jasmine,Tucker,34,Instruction
Catherine,Warren,34,Instruction
Charlie,Harper,34,Instruction
Reid,Harper,33,Instruction
Amy,Smith,33,Instruction
John,Cameron,33,Instruction
Lucas,Ellis,33,Instruction
Ned,Holmes,33,Instruction
Chester,Crawford,33,Instruction
Isabella,Thompson,33,Instruction
John,Thomas,33,Instruction
Olivia,Bennett,33,Instruction
Charlotte,Spencer,33,Instruction
Ashton,Gibson,33,Instruction
Emily,Holmes,33,Instruction
Brianna,Montgomery,33,Instruction
Spike,Harrison,33,Instruction
Elian,Watson,33,Instruction
Cherry,Montgomery,33,Instruction
Aiden,Sullivan,33,Instruction
Kimberly,Hawkins,33,Instruction
Chloe,Gibson,33,Instruction
Jack,Mason,33,Instruction
Connie,Murray,33,Instruction
Dale,Kelley,33,Instruction
Vanessa,Henderson,33,Instruction
Lenny,Spencer,33,Instruction
Miranda,Casey,33,Instruction
David,Turner,33,Instruction
Cadie,Morrison,32,Instruction
Belinda,Perkins,32,Instruction
Patrick,Foster,32,Instruction
Kate,Foster,32,Instruction
Walter,Howard,32,Instruction
Paige,Morrison,32,Instruction
April,Kelley,32,Instruction
Daisy,Ferguson,32,Instruction
Connie,Holmes,32,Instruction
Haris,Martin,32,Instruction
Penelope,Fowler,32,Instruction
Ned,Foster,32,Instruction
Deanna,Holmes,32,Instruction
Oscar,Allen,32,Instruction
Brianna,Kelly,32,Instruction
Camila,Cole,31,Instruction
Sofia,Scott,31,Instruction
April,Alexander,31,Instruction
Annabella,Williams,31,Instruction
Daryl,Carter,31,Instruction
James,Bennett,31,Instruction
Chloe,Evans,31,Instruction
Adrian,Smith,31,Instruction
Clark,Foster,31,Instruction
Antony,Tucker,31,Instruction
Madaline,Smith,31,Instruction
Garry,Barnes,31,Instruction
Gianna,Taylor,31,Instruction
Jared,Rogers,31,Instruction
Oliver,Perry,31,Instruction
Belinda,Gibson,31,Instruction
Samantha,Crawford,31,Instruction
Cadie,Mitchell,31,Instruction
Chelsea,Murphy,31,Instruction
Agata,Adams,31,Instruction
Alisa,Alexander,31,Instruction
Daniel,Johnston,31,Instruction
Andrew,Myers,31,Instruction
Amelia,Hall,31,Instruction
Annabella,Gibson,31,Instruction
Miller,Stewart,31,Instruction
Kristian,Casey,31,Instruction
Clark,Dixon,31,Instruction
Myra,Hall,31,Instruction
Miley,Morris,30,Instruction
Evelyn,Hunt,30,Instruction
Miller,Johnson,30,Instruction
Wilson,Morrison,30,Instruction
Maximilian,Davis,30,Instruction
Jessica,Martin,30,Instruction
Edwin,Morris,30,Instruction
Eleanor,Morris,30,Instruction
Dominik,Alexander,30,Instruction
Ashton,Carroll,30,Instruction
Brooke,Brown,30,Instruction
Lucy,Moore,30,Instruction
Chelsea,Carter,30,Instruction
Amber,Watson,30,Instruction
Charlotte,Craig,30,Instruction
Madaline,Henderson,30,Instruction
Isabella,Bennett,30,Instruction
Kimberly,Anderson,30,Instruction
Samantha,Wells,30,Instruction
Adelaide,Fowler,30,Instruction
Aldus,Jones,30,Instruction
Justin,Foster,30,Instruction
Elise,Roberts,30,Instruction
Andrew,Roberts,29,Instruction
Natalie,Kelly,29,Instruction
Spike,Richards,29,Instruction
Nicholas,Perry,29,Instruction
Chelsea,Scott,29,Instruction
Mike,Taylor,29,Instruction
Blake,Roberts,29,Instruction
Ellia,Watson,29,Instruction
April,Scott,29,Instruction
Byron,Robinson,29,Instruction
Catherine,Bailey,29,Instruction
Antony,Alexander,29,Instruction
Joyce,Grant,29,Instruction
Rafael,Grant,29,Instruction
Martin,Adams,29,Instruction
Wilson,Watson,29,Instruction
Lucy,Murray,29,Instruction
Alberta,Cole,29,Instruction
Kelsey,Stevens,29,Instruction
Michelle,Watson,28,Instruction
Sawyer,Watson,28,Instruction
Lucy,Warren,28,Instruction
Alina,Crawford,28,Instruction
Jenna,Thompson,28,Instruction
Chelsea,Brown,28,Instruction
Alexander,Armstrong,28,Instruction
Amy,Reed,28,Instruction
Sydney,Taylor,28,Instruction
Ryan,Howard,28,Instruction
Marcus,Taylor,28,Instruction
Albert,Douglas,28,Instruction
Amy,Stevens,28,Instruction
Deanna,Barrett,28,Instruction
Abigail,Farrell,28,Instruction
Maddie,Cole,28,Instruction
Brad,Johnson,28,Instruction
Wilson,Alexander,28,Instruction
Olivia,Reed,28,Instruction
Lydia,Spencer,28,Instruction
Eddy,Nelson,27,Instruction
Richard,Ellis,27,Instruction
Amelia,Foster,27,Instruction
James,Clark,27,Instruction
Darcy,Andrews,27,Instruction
Derek,Fowler,27,Instruction
Kristian,Brown,27,Instruction
Ryan,Cunningham,27,Instruction
Florrie,Nelson,27,Instruction
Carina,Farrell,27,Instruction
Sarah,Craig,27,Instruction
Alberta,Perry,27,Instruction
Cadie,Hamilton,27,Instruction
Emma,Hamilton,27,Instruction
Oscar,Dixon,27,Instruction
Andrew,Hill,27,Instruction
Tess,Lloyd,27,Instruction
Brad,Craig,26,Instruction
Paul,Ryan,26,Instruction
Valeria,Lloyd,26,Instruction
Edward,Kelly,26,Instruction
Sabrina,Hawkins,26,Instruction
Jasmine,Ferguson,26,Instruction
Vincent,Anderson,26,Instruction
Edward,Mason,26,Instruction
Adelaide,Cunningham,26,Instruction
Steven,Gray,26,Instruction
Agata,Hamilton,26,Instruction
Freddie,Martin,26,Instruction
Alexander,Parker,26,Instruction
Kellan,Carter,26,Instruction
Ted,Phillips,26,Instruction
Rebecca,Richardson,26,Instruction
Tiana,Wilson,26,Instruction
Alexander,Alexander,26,Instruction
Melissa,Andrews,26,Instruction
Eddy,Reed,26,Instruction
Andrew,Ryan,26,Instruction
Dominik,Ryan,26,Instruction
Haris,Murphy,25,Instruction
Stella,Hill,25,Instruction
Sophia,Howard,25,Instruction
Lydia,Craig,25,Instruction
Emma,Perkins,25,Instruction
Michael,Ryan,25,Instruction
Walter,Rogers,25,Instruction
Adrian,Miller,25,Instruction
Kelsey,Miller,25,Instruction
Tony,Elliott,25,Instruction
Rubie,Grant,25,Instruction
Sophia,Henderson,25,Instruction
Edith,Baker,25,Instruction
David,Riley,25,Instruction
Abigail,Hunt,25,Instruction
Daryl,Perry,25,Instruction
Carl,Rogers,24,Instruction
Amber,Murphy,24,Instruction
Derek,Barrett,24,Instruction
Stuart,West,24,Instruction
Caroline,Allen,24,Instruction
Alford,Casey,24,Instruction
Jenna,Johnston,24,Instruction
Sofia,Anderson,24,Instruction
Vanessa,West,24,Instruction
Vanessa,Turner,24,Instruction
Violet,Hill,24,Instruction
Daryl,Payne,24,Instruction
Daniel,Howard,24,Instruction
Adele,Davis,24,Instruction
Adison,Ellis,24,Instruction
Darcy,Morgan,23,Instruction
Vincent,Wilson,23,Instruction
Miranda,Payne,23,Instruction
George,Davis,23,Instruction
Vanessa,Cunningham,23,Instruction
Sabrina,Alexander,23,Instruction
Adam,Johnson,23,Instruction
Max,Anderson,23,Instruction
Caroline,Farrell,23,Instruction
Aida,Harper,23,Instruction
Kate,Martin,23,Instruction
John,Ferguson,23,Instruction
Alexia,Barnes,23,Instruction
Kristian,Reed,23,Instruction
Kristian,Spencer,23,Instruction
Arnold,Adams,23,Instruction
Aida,Perry,23,Instruction
Tyler,Ryan,22,Instruction
Reid,Carter,22,Instruction
Annabella,Richards,22,Instruction
Henry,Hawkins,22,Instruction
Adrian,Cameron,22,Instruction
Connie,Carroll,22,Instruction
Kelsey,Wright,22,Instruction
Tyler,Lloyd,22,Instruction
Chloe,Henderson,22,Instruction
Byron,Crawford,22,Instruction
Lilianna,Riley,22,Instruction
Catherine,Ferguson,21,Instruction
Alissa,Perry,21,Instruction
Hailey,Myers,21,Instruction
Maria,Payne,21,Instruction
Belinda,Wright,21,Instruction
Emily,Myers,21,Instruction
Freddie,Turner,20,Instruction
Alina,Sullivan,20,Instruction
Adele,Hill,20,Instruction
Kristian,Hawkins,20,Instruction
George,Grant,20,Instruction
Aiden,Morrison,20,Instruction
Albert,Adams,20,Instruction
Michelle,Elliott,20,Instruction
Paige,Barrett,20,Instruction
Edith,Morgan,20,Instruction
Walter,Sullivan,20,Instruction
Sienna,Alexander,19,Instruction
Maximilian,Holmes,19,Instruction
Annabella,Armstrong,19,Instruction
Vivian,Reed,19,Instruction
Alen,Jones,18,Instruction
Paige,Myers,18,Instruction
Eddy,Harper,18,Instruction
Sydney,Montgomery,18,Instruction
Brianna,Moore,18,Instruction
Kelsey,Chapman,18,Instruction
Fenton,Mason,18,Instruction
Stuart,Harris,18,Instruction
Tess,Grant,18,Instruction
Aiden,Fowler,18,Instruction
James,Douglas,18,Instruction
Penelope,Richardson,18,Instruction
Lucas,Harrison,18,Instruction
Fenton,Higgins,17,Instruction
Amy,Myers,17,Instruction
Amanda,Jones,17,Instruction
Alford,Nelson,17,Instruction
Aiden,West,16,Instruction
Adrian,Myers,16,Instruction
Abraham,Cunningham,16,Instruction
Carlos,Williams,16,Instruction
Aida,Grant,16,Instruction
Julia,Tucker,16,Instruction
Alexia,Higgins,16,Instruction
Alen,Turner,15,Instruction
Dainton,Lloyd,15,Instruction
Paul,Thomas,14,Instruction
Amelia,Holmes,14,Instruction
Kirsten,Dixon,14,Instruction
Justin,Turner,14,Instruction
Vanessa,Phillips,13,Instruction
Lily,Morris,13,Instruction
Sofia,Myers,13,Instruction
Grace,Richardson,12,Instruction
Stuart,Payne,12,Instruction
Patrick,Bailey,11,Instruction
Brooke,Warren,11,Instruction
Sydney,Payne,11,Instruction
Leonardo,Carroll,11,Instruction
Jasmine,Stevens,11,Instruction
Oliver,Foster,11,Instruction
Charlie,Stevens,11,Instruction
Steven,Wells,11,Instruction
Amy,Ferguson,11,Instruction
Dale,Anderson,11,Instruction
Adelaide,Ellis,11,Instruction
Sawyer,Johnston,11,Instruction
Elise,Lloyd,11,Instruction
Jacob,Carroll,10,Instruction
Cherry,Owens,10,Instruction
Elian,Warren,10,Instruction
Alen,Craig,10,Instruction
Ellia,Jones,10,Instruction
Richard,Wright,9,Instruction
Adrian,Scott,9,Instruction
Dominik,Hall,9,Instruction
Audrey,Moore,9,Instruction
Arthur,Spencer,9,Instruction
April,Thompson,9,Instruction
Dainton,Montgomery,8,Instruction
Justin,Brown,8,Instruction
Tony,Hamilton,7,Instruction
Lana,Cunningham,7,Instruction
Adele,Lloyd,7,Instruction
Jessica,Hill,7,Instruction
Justin,Harris,7,Instruction
Ada,Taylor,7,Instruction
Deanna,Farrell,7,Instruction
Thomas,Crawford,7,Instruction
Grace,Chapman,6,Instruction
Maximilian,Owens,6,Instruction
Max,Bailey,6,Instruction
Rebecca,Armstrong,6,Instruction
Nicole,Campbell,6,Instruction
Alexia,Alexander,6,Instruction
Charlotte,Russell,6,Instruction
Aston,Elliott,6,Instruction
Adelaide,Smith,6,Instruction
Alford,Edwards,6,Instruction
Alfred,Anderson,6,Instruction
Kelvin,Walker,6,Instruction
Henry,Rogers,6,Instruction
Camila,Craig,6,Instruction
Roland,Allen,6,Instruction
Kelsey,Edwards,5,Instruction
Spike,Davis,5,Instruction
Brooke,Bailey,5,Instruction
William,Casey,5,Instruction
Miranda,Moore,5,Instruction
Brianna,Holmes,5,Instruction
Charlie,Russell,5,Instruction
Ryan,Cameron,5,Instruction
Rafael,Brooks,5,Instruction
Vivian,Scott,5,Instruction
Connie,Walker,5,Instruction
Naomi,Montgomery,5,Instruction
Tony,Reed,5,Instruction
Miley,Russell,5,Instruction
Alexander,Kelly,5,Instruction
Olivia,Elliott,5,Instruction
Sienna,Russell,5,Instruction
Audrey,Johnson,5,Instruction
Lucy,Richards,5,Instruction
Amanda,Holmes,5,Instruction
Rubie,Clark,5,Instruction
Roman,Crawford,5,Instruction
George,Douglas,5,Instruction
Owen,Nelson,5,Instruction
