name,surname,score,working environment
Roland,Cunningham,43,Economic
Spike,Sullivan,42,Economic
Deanna,Gray,42,Economic
Eddy,Watson,42,Economic
Paige,Mitchell,42,Economic
Leonardo,Crawford,42,Economic
Maximilian,Hamilton,42,Economic
Belinda,Brown,42,Economic
Paige,Crawford,42,Economic
Aston,Walker,42,Economic
Tyler,Harper,42,Economic
Abigail,Phillips,42,Economic
Alina,Carroll,42,Economic
Sienna,Campbell,42,Economic
Grace,Crawford,42,Economic
Abigail,Davis,42,Economic
Julia,Russell,42,Economic
Henry,Hunt,42,Economic
Maria,Barrett,42,Economic
Aston,Evans,42,Economic
Audrey,Mitchell,42,Economic
Walter,Brooks,42,Economic
Brad,Cooper,42,Economic
Florrie,Morris,41,Economic
Frederick,Higgins,41,Economic
Penelope,Higgins,41,Economic
David,Reed,41,Economic
Audrey,Harris,41,Economic
Chelsea,Dixon,41,Economic
Valeria,Ellis,41,Economic
Sophia,Baker,41,Economic
Aston,Bennett,41,Economic
Ellia,Morrison,41,Economic
Rafael,Farrell,41,Economic
Michael,West,41,Economic
Julian,Montgomery,41,Economic
James,Owens,41,Economic
Garry,Stewart,41,Economic
Vanessa,Moore,41,Economic
Emma,Andrews,41,Economic
James,Stewart,41,Economic
Belinda,Murphy,41,Economic
Lilianna,Casey,41,Economic
Arnold,Richards,41,Economic
Frederick,Mitchell,41,Economic
Victoria,Richards,41,Economic
Robert,Barrett,41,Economic
Sophia,Harper,41,Economic
Spike,Martin,41,Economic
Albert,Robinson,41,Economic
Rebecca,Allen,41,Economic
James,Parker,40,Economic
Amanda,Farrell,40,Economic
Carina,Clark,40,Economic
Ryan,Russell,40,Economic
Daniel,Henderson,40,Economic
Roland,Barrett,40,Economic
Brooke,Tucker,40,Economic
Darcy,Hawkins,40,Economic
Leonardo,Johnston,40,Economic
Lucia,Scott,40,Economic
Jenna,Crawford,40,Economic
Lenny,Riley,40,Economic
Naomi,Scott,40,Economic
Elian,Owens,40,Economic
Luke,Gray,40,Economic
Emily,Phillips,40,Economic
Rubie,Roberts,40,Economic
Michael,Baker,40,Economic
Kevin,Rogers,40,Economic
Nicholas,West,40,Economic
Arnold,Murray,39,Economic
Deanna,Wells,39,Economic
Elise,Smith,39,Economic
Edgar,Foster,39,Economic
Amelia,Ross,39,Economic
Fiona,Howard,39,Economic
Mike,Harrison,39,Economic
Paul,Casey,39,Economic
Nicholas,Bailey,39,Economic
Kristian,Richards,39,Economic
Aldus,Gray,39,Economic
Sawyer,Turner,39,Economic
Jessica,Williams,39,Economic
Thomas,Stewart,39,Economic
Dainton,Sullivan,39,Economic
Dexter,Spencer,39,Economic
Spike,Craig,39,Economic
Evelyn,West,39,Economic
Alan,Stewart,39,Economic
Ada,Barrett,39,Economic
Sawyer,Edwards,39,Economic
Fiona,Barnes,39,Economic
Garry,Clark,39,Economic
Reid,Payne,39,Economic
Alissa,Dixon,38,Economic
Ellia,Campbell,38,Economic
Frederick,Perkins,38,Economic
Ellia,Kelly,38,Economic
Oscar,Riley,38,Economic
Tony,Howard,38,Economic
Audrey,Morrison,38,Economic
Dexter,Walker,38,Economic
Kimberly,Crawford,38,Economic
Connie,Mason,38,Economic
Ted,Morris,38,Economic
Adrian,Alexander,38,Economic
Ryan,Williams,38,Economic
Emma,Carter,38,Economic
Edwin,Moore,38,Economic
Lilianna,Brown,38,Economic
Bruce,Kelley,38,Economic
Eddy,Gibson,38,Economic
Alissa,Taylor,38,Economic
Camila,Perry,38,Economic
Melanie,Barnes,38,Economic
Audrey,Hunt,38,Economic
Freddie,Ross,38,Economic
Albert,Kelley,38,Economic
Jack,Moore,38,Economic
Lucy,Bennett,38,Economic
Cadie,Stevens,38,Economic
Cadie,Elliott,38,Economic
Ashton,Andrews,38,Economic
Jenna,Hamilton,38,Economic
Nicholas,Adams,38,Economic
Kelsey,Dixon,38,Economic
Charlie,Dixon,38,Economic
Jack,Gibson,38,Economic
Amy,Henderson,38,Economic
Marcus,Howard,38,Economic
Ashton,Gray,37,Economic
Edgar,Payne,37,Economic
Paul,Taylor,37,Economic
Charlotte,Dixon,37,Economic
Cherry,Campbell,37,Economic
Belinda,Riley,37,Economic
Charlie,Jones,37,Economic
Mike,Morrison,37,Economic
Mike,Lloyd,37,Economic
Arthur,Smith,37,Economic
Mike,Kelley,37,Economic
Marcus,Hill,37,Economic
Edwin,Gray,37,Economic
Arnold,Casey,37,Economic
Justin,Thompson,37,Economic
Brad,Ferguson,37,Economic
Lucy,Ryan,37,Economic
Naomi,Perkins,37,Economic
Sam,Hawkins,37,Economic
Byron,Higgins,37,Economic
Amanda,Montgomery,36,Economic
Michael,Moore,36,Economic
Dominik,Johnson,36,Economic
Miller,Elliott,36,Economic
Ned,Harper,36,Economic
Annabella,Nelson,36,Economic
Arnold,Johnson,36,Economic
Adrianna,Dixon,36,Economic
Stuart,Johnston,36,Economic
Caroline,Thomas,36,Economic
Miley,Warren,36,Economic
Roland,Casey,36,Economic
Ted,Johnston,36,Economic
Daisy,Thomas,36,Economic
Carina,Myers,36,Economic
Mary,Kelley,36,Economic
Carlos,Harrison,36,Economic
Sophia,Turner,35,Economic
Penelope,Hill,35,Economic
Leonardo,Cameron,35,Economic
Steven,Hill,35,Economic
Nicole,Parker,35,Economic
Kelsey,Montgomery,35,Economic
Preston,Miller,35,Economic
Patrick,Barnes,35,Economic
Daisy,Mason,35,Economic
David,Hill,35,Economic
Maria,Fowler,35,Economic
Sawyer,Armstrong,35,Economic
Lana,Murray,35,Economic
Alfred,Perry,35,Economic
Kirsten,Harris,35,Economic
Chloe,Hunt,35,Economic
Sam,Bennett,35,Economic
Emma,Ferguson,35,Economic
Oliver,Casey,35,Economic
Mary,Montgomery,35,Economic
Sydney,Stevens,35,Economic
Amy,Phillips,35,Economic
Nicole,Murphy,34,Economic
Ned,Tucker,34,Economic
Paul,Ferguson,34,Economic
Alen,Mason,34,Economic
Miranda,Mason,34,Economic
Miley,Wells,34,Economic
Vanessa,Edwards,34,Economic
Roman,Edwards,34,Economic
Amanda,Martin,34,Economic
Alexia,Robinson,34,Economic
Connie,Richards,34,Economic
Patrick,Stewart,34,Economic
Eric,West,34,Economic
Caroline,Tucker,34,Economic
Rafael,Smith,34,Economic
Isabella,Stewart,34,Economic
Mary,Myers,34,Economic
Kimberly,Carter,34,Economic
Sophia,Dixon,34,Economic
Sabrina,Roberts,34,Economic
Tara,Sullivan,34,Economic
Mike,Davis,34,Economic
Reid,Riley,34,Economic
Lucy,Casey,34,Economic
Mary,Hall,34,Economic
Heather,Morrison,33,Economic
Tess,Brown,33,Economic
Victor,Gray,33,Economic
Max,Warren,33,Economic
Deanna,Cunningham,33,Economic
Camila,Phillips,33,Economic
Alen,Henderson,33,Economic
Darcy,Holmes,33,Economic
Alfred,Andrews,33,Economic
Kristian,Wilson,33,Economic
Tiana,Roberts,33,Economic
Harold,Jones,33,Economic
Adrianna,Brooks,33,Economic
Eleanor,Ellis,33,Economic
Fenton,Harrison,33,Economic
Daryl,Cameron,33,Economic
Charlotte,Warren,33,Economic
Edwin,Reed,33,Economic
Jordan,Harris,33,Economic
Robert,Ryan,33,Economic
Alen,Hunt,33,Economic
Nicholas,Kelley,33,Economic
Mike,Mitchell,33,Economic
Walter,Adams,33,Economic
Alen,Miller,33,Economic
Eric,Nelson,33,Economic
Adele,Perkins,33,Economic
Sarah,Hamilton,33,Economic
Stuart,Cunningham,33,Economic
Tara,Evans,33,Economic
Victor,Chapman,33,Economic
Cherry,Hunt,33,Economic
Catherine,West,33,Economic
Carlos,Alexander,33,Economic
Maddie,Perry,33,Economic
Audrey,Ellis,32,Economic
Alfred,Miller,32,Economic
Tyler,Allen,32,Economic
Daisy,Russell,32,Economic
Sarah,Foster,32,Economic
Wilson,Dixon,32,Economic
Edwin,Holmes,32,Economic
Roman,Gibson,32,Economic
Briony,Bennett,32,Economic
Vincent,Hall,32,Economic
Stuart,Ross,32,Economic
Alexander,Myers,32,Economic
Briony,Myers,32,Economic
Lenny,Scott,32,Economic
Alberta,Montgomery,32,Economic
Cherry,Casey,32,Economic
Kate,Owens,32,Economic
Spike,Douglas,32,Economic
Amy,Tucker,32,Economic
Miller,Crawford,32,Economic
Agata,Johnson,32,Economic
Frederick,Murphy,32,Economic
Martin,Fowler,32,Economic
Edgar,Murray,32,Economic
Charlotte,Stevens,32,Economic
Alexander,Murray,32,Economic
Alen,Elliott,32,Economic
Preston,Nelson,32,Economic
Freddie,Casey,32,Economic
Nicole,Sullivan,32,Economic
Adele,Phillips,32,Economic
Lydia,Warren,32,Economic
Daryl,Edwards,32,Economic
Grace,Cooper,32,Economic
Arianna,Farrell,31,Economic
Max,Richardson,31,Economic
David,Martin,31,Economic
Kirsten,Martin,31,Economic
Jordan,Myers,31,Economic
Aida,Montgomery,31,Economic
James,Edwards,31,Economic
Sienna,Perkins,31,Economic
Rebecca,Edwards,31,Economic
Aldus,Sullivan,31,Economic
Sydney,Armstrong,31,Economic
Aston,Barrett,31,Economic
Valeria,Johnston,31,Economic
Kimberly,Morrison,31,Economic
Kate,Dixon,31,Economic
Ryan,Stewart,31,Economic
Carl,Spencer,31,Economic
Stuart,Clark,31,Economic
Abraham,Stevens,31,Economic
Melanie,Dixon,31,Economic
Maximilian,Riley,31,Economic
Lilianna,Cooper,31,Economic
Melanie,Ryan,31,Economic
Roman,Martin,31,Economic
Arnold,Stevens,31,Economic
Garry,Smith,31,Economic
Kevin,Sullivan,31,Economic
Audrey,Davis,31,Economic
Jordan,Thompson,31,Economic
Rosie,Perry,31,Economic
Maya,Kelley,31,Economic
Emma,Morris,30,Economic
Annabella,Hunt,30,Economic
Lydia,Andrews,30,Economic
Derek,Evans,30,Economic
Alexander,West,30,Economic
Edwin,Thomas,30,Economic
Victor,Alexander,30,Economic
Amy,Baker,30,Economic
Adele,Anderson,30,Economic
Antony,Evans,30,Economic
Briony,Richards,30,Economic
Eddy,Jones,30,Economic
Lydia,Thomas,30,Economic
Alina,Wells,30,Economic
Anna,Anderson,30,Economic
April,Harris,30,Economic
Ned,Watson,30,Economic
Emily,Chapman,30,Economic
Stella,Elliott,30,Economic
Brad,Wilson,29,Economic
Ashton,Cunningham,29,Economic
Garry,Myers,29,Economic
Amy,Kelly,29,Economic
Michelle,Allen,29,Economic
Leonardo,Howard,29,Economic
Sienna,Johnston,29,Economic
Kristian,Adams,29,Economic
Florrie,Phillips,29,Economic
Oscar,Turner,29,Economic
Stella,Riley,29,Economic
Derek,Carter,29,Economic
Mary,Grant,29,Economic
Arthur,Wilson,29,Economic
Adrian,Mason,29,Economic
Eric,Carroll,29,Economic
Paige,Smith,29,Economic
Darcy,Sullivan,29,Economic
Lydia,Thompson,29,Economic
Cadie,Richards,29,Economic
Chester,Kelley,28,Economic
Thomas,Casey,28,Economic
Miller,Tucker,28,Economic
Valeria,Perry,28,Economic
Henry,Morrison,28,Economic
Hailey,Cameron,28,Economic
Cherry,Wright,28,Economic
Roland,Campbell,28,Economic
Fiona,Roberts,28,Economic
Jacob,Perkins,28,Economic
Dale,Evans,28,Economic
Samantha,Mason,28,Economic
Jordan,Farrell,28,Economic
Naomi,Chapman,28,Economic
Jessica,Fowler,27,Economic
Kelvin,Smith,27,Economic
Sam,Stewart,27,Economic
Adrian,Howard,27,Economic
Blake,Wilson,27,Economic
Sawyer,Dixon,27,Economic
Oscar,Sullivan,27,Economic
Edwin,Roberts,27,Economic
Deanna,Casey,27,Economic
Ashton,Johnston,27,Economic
Chelsea,Bailey,27,Economic
Adelaide,Murray,27,Economic
Eleanor,Craig,27,Economic
Emily,Adams,27,Economic
Nicholas,Clark,27,Economic
Heather,Ryan,27,Economic
Frederick,Nelson,27,Economic
Edith,Jones,27,Economic
Cadie,Edwards,27,Economic
Gianna,Carter,27,Economic
Joyce,Davis,27,Economic
Dominik,Perry,26,Economic
Violet,Roberts,26,Economic
Frederick,Murray,26,Economic
Alissa,Holmes,26,Economic
Chester,Wells,26,Economic
Chester,Smith,26,Economic
Rebecca,Stevens,26,Economic
Sofia,Jones,26,Economic
Blake,Cole,26,Economic
Chester,Scott,26,Economic
Myra,Mitchell,26,Economic
Sam,Dixon,26,Economic
Ashton,Bennett,26,Economic
Violet,Evans,25,Economic
Dominik,Baker,25,Economic
Emma,Adams,25,Economic
Justin,Ryan,25,Economic
Mary,Watson,25,Economic
April,Richards,25,Economic
Sawyer,Mitchell,25,Economic
Carina,Montgomery,25,Economic
Derek,Gibson,25,Economic
Derek,Bennett,25,Economic
Agata,Dixon,25,Economic
Henry,Cooper,25,Economic
Vivian,Fowler,25,Economic
Maya,Richards,25,Economic
Adrianna,Kelley,25,Economic
Nicole,Chapman,25,Economic
Justin,Morgan,25,Economic
Jessica,Morgan,25,Economic
Rosie,Edwards,25,Economic
Brad,Hunt,25,Economic
Oliver,Crawford,25,Economic
Aston,Montgomery,25,Economic
Amanda,Turner,25,Economic
Audrey,Russell,25,Economic
Jared,Harper,25,Economic
Evelyn,Hamilton,25,Economic
Ted,Rogers,24,Economic
Roman,Phillips,24,Economic
Jasmine,Chapman,24,Economic
Dale,Gray,24,Economic
Jessica,Warren,24,Economic
Victoria,Evans,24,Economic
Edgar,Armstrong,24,Economic
Vanessa,Smith,24,Economic
Arianna,Riley,24,Economic
Sarah,Scott,24,Economic
Sawyer,Spencer,24,Economic
Rebecca,Spencer,24,Economic
Lydia,Ross,24,Economic
Lilianna,Kelley,24,Economic
Edith,Evans,24,Economic
Charlie,Campbell,24,Economic
Edgar,Martin,24,Economic
Aldus,Cole,24,Economic
Violet,Parker,24,Economic
Madaline,Thomas,24,Economic
James,Hawkins,23,Economic
Wilson,Ross,23,Economic
Carina,Ferguson,23,Economic
Roman,Owens,23,Economic
Darcy,Allen,23,Economic
George,Miller,23,Economic
Antony,Payne,23,Economic
Melissa,Thompson,23,Economic
Camila,Casey,23,Economic
Hailey,Jones,23,Economic
Alfred,Watson,23,Economic
Tiana,Robinson,23,Economic
Heather,Stewart,23,Economic
Kristian,Russell,23,Economic
Sofia,Riley,23,Economic
Annabella,Kelley,22,Economic
Lydia,Gibson,22,Economic
Mike,Murray,22,Economic
Hailey,Robinson,22,Economic
Lucia,Dixon,22,Economic
Fiona,Clark,22,Economic
Vincent,Edwards,22,Economic
Ellia,Henderson,22,Economic
Kelvin,Thomas,22,Economic
Jenna,Farrell,22,Economic
Julia,Kelly,22,Economic
Tyler,Gibson,22,Economic
Jack,Grant,22,Economic
Preston,Campbell,22,Economic
Eric,Carter,21,Economic
Ned,Clark,21,Economic
Antony,Roberts,21,Economic
Miley,Cameron,21,Economic
Arianna,Harper,21,Economic
Richard,Thomas,21,Economic
Tiana,Hunt,21,Economic
William,Russell,21,Economic
Melissa,Montgomery,21,Economic
Heather,Mitchell,21,Economic
Sydney,Hunt,21,Economic
Marcus,Morgan,20,Economic
Naomi,Gray,20,Economic
Brad,Allen,20,Economic
Isabella,Campbell,20,Economic
Aston,Foster,20,Economic
Marcus,Wilson,20,Economic
Valeria,Parker,20,Economic
Lilianna,Brooks,20,Economic
Kelvin,Owens,20,Economic
Sabrina,Evans,20,Economic
Dominik,Hamilton,20,Economic
Kelsey,Richards,20,Economic
Wilson,Bailey,20,Economic
Vivian,Carroll,20,Economic
Rafael,Johnson,20,Economic
Lucas,Morrison,20,Economic
Antony,Brooks,19,Economic
Hailey,Hill,19,Economic
Lyndon,West,19,Economic
David,Nelson,19,Economic
Rebecca,Russell,19,Economic
Naomi,Edwards,19,Economic
Maximilian,Tucker,19,Economic
Edith,Henderson,19,Economic
Ellia,Johnston,19,Economic
Chelsea,Williams,19,Economic
Alfred,Casey,18,Economic
Hailey,Wilson,18,Economic
Myra,Hunt,18,Economic
Adrianna,Myers,18,Economic
Steven,Bennett,18,Economic
Preston,Carroll,18,Economic
Camila,Henderson,18,Economic
Edward,Wright,18,Economic
Audrey,Perry,18,Economic
Ryan,Owens,18,Economic
Daniel,Elliott,18,Economic
Chloe,Roberts,18,Economic
Tess,Miller,18,Economic
Oliver,Miller,18,Economic
Charlotte,Douglas,18,Economic
Evelyn,Thompson,18,Economic
Fenton,Thompson,18,Economic
Abigail,Rogers,17,Economic
Marcus,Holmes,17,Economic
Steven,Parker,17,Economic
Victor,Mason,17,Economic
Vivian,Baker,16,Economic
Dainton,Fowler,16,Economic
Edward,Ryan,16,Economic
Agata,Hall,16,Economic
Max,Johnston,16,Economic
Daniel,Bennett,16,Economic
George,Ferguson,16,Economic
Alina,Parker,16,Economic
Aida,Wright,16,Economic
Jack,Edwards,15,Economic
Melanie,Thomas,15,Economic
Eddy,Barnes,15,Economic
Joyce,Spencer,14,Economic
Julian,Phillips,14,Economic
Alan,Taylor,14,Economic
Amanda,Morrison,14,Economic
Roman,Ferguson,13,Economic
Lydia,Myers,13,Economic
Aiden,Brown,13,Economic
Carlos,Higgins,13,Economic
Adrianna,Jones,13,Economic
Dexter,Barrett,13,Economic
Ryan,Grant,13,Economic
Miranda,Scott,13,Economic
Amanda,Mason,12,Economic
Adrianna,Howard,12,Economic
Naomi,Tucker,11,Economic
Ryan,Hamilton,11,Economic
Rubie,Jones,11,Economic
Martin,Phillips,11,Economic
Joyce,Scott,11,Economic
Brianna,Myers,11,Economic
Kirsten,Murray,11,Economic
Maya,Allen,11,Economic
Savana,Morrison,11,Economic
Adison,Carroll,10,Economic
Henry,Perkins,10,Economic
Haris,Clark,10,Economic
Roman,Elliott,10,Economic
Elise,Baker,10,Economic
Albert,Sullivan,9,Economic
Abraham,Roberts,9,Economic
